antigüedad,cuartos,cuartosdebaño,estacionamiento,latlong,metroscuadradostotales,precio,publicado,tipodevendedor,titulo
4,6,6,4,"//maps.google.com/maps/api/staticmap?center=-2.1109267,-79.8569827&zoom=16&markers=-2.1109267,-79.8569827&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=X9TW6ymJlNfb8CsCZz8tKQq35EY=",675m²,USD 980.000,,,Moderna Casa en Venta – Mocoli Urbanizacion “la Ensenada”
16,5,5,2,"//maps.google.com/maps/api/staticmap?center=-2.1454603,-79.85707020000001&zoom=16&markers=-2.1454603,-79.85707020000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=RAe4AsNVCJmLvw9W0pt2qxlEhzQ=",503m²,USD 365.000,,,Amplia Casa Familiar Al Pie del Rio
27,0,0,0,"//maps.google.com/maps/api/staticmap?center=-2.164344553594874,-79.94674868072684&zoom=16&markers=-2.164344553594874,-79.94674868072684&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=EmnqInNcr3zNVBTPl2_akhc5Y3o=",820m²,USD 290.000,,,Casa en Venta. Urb. Colinas de Los Ceibos. 320 m² Terreno y 500 m² Construcción
10,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.083739105720377,-79.9200914444275&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=6Wier9iJnRByPXW4Nr35UxCi42s=",72m²,USD 68.000,,,"Venta Casa, Villa España 1 Etapa Málaga, Norte Guayaquil"
18,3,2,2,"//maps.google.com/maps/api/staticmap?center=-2.1212764,-79.8627146&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=XY5NohAK3ycTBnOAKtAWOUfjN9Q=",300m²,USD 260.000,,,"Vendo Alquilo Casa Km 2,5 Samborondon Piscina,3 Dorm., Club Social"
5,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.1525385,-79.90658830000001&zoom=16&markers=-2.1525385,-79.90658830000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=80qvh6mSfjFIrBjcXslQAsU4Ic4=",250m²,USD 370.000,,,"Ciudad Colon Villa con Acabados de Primera, Frente Al Parque"
En construcción,4,4,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",500m²,USD 600.000,,,Samborondon Vendo Casa Moderna Al Lago
A estrenar,3,3,1,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",136m²,USD 148.500,,,"Espectacular Casa en Villa Club, Etapa Iris"
10,9,7,0,"//maps.google.com/maps/api/staticmap?center=-2.2664802,-79.8972296&zoom=16&markers=-2.2664802,-79.8972296&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=0eEnjxlUBS9cwhiathLK6-r9KNM=",192m²,USD 96.000,,,Vendo Casa 2 Plantas con Local y 2 Departamentos
20,5,4,4,,1325m²,USD 600.000,,,Casa un Solo Nivel con Vista Al Lago Us$600.000
A estrenar,4,4,7,"//maps.google.com/maps/api/staticmap?center=-2.1076378,-79.8622333&zoom=16&markers=-2.1076378,-79.8622333&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=SxYcN96Hx5b-4z7sM2t8g9CsELs=",330m²,USD 400.000,,,Casa - Samborondón
8,5,4,2,"//maps.google.com/maps/api/staticmap?center=-2.0694324,-79.8416923&zoom=16&markers=-2.0694324,-79.8416923&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=tDFM89lnI3cWyL0TIEiGyxwcUCQ=",206m²,USD 200.000,,,"Casa de Venta en Urb. Ciudad Celeste, Samborondon, Cerca de Cc El Dorado"
35,7,6,1,"//maps.google.com/maps/api/staticmap?center=-2.219440530595973,-79.90031700688837&zoom=16&markers=-2.219440530595973,-79.90031700688837&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=yp6s9t_0phh_OSpiCIgrSylRENc=",217m²,USD 75.000,,,Vendo Casa Rentera en El Sur (José de Antepara y Sedalana) Uso Comercial.
7,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.182706833882016,-80.00124239027747&zoom=16&markers=-2.182706833882016,-80.00124239027747&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=bIAM3jcLsVlTXl5xBoV2ubmTGqM=",300m²,USD 240.000,,,Se Vende Linda Casa Via a La Costa
9,4,5,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",480m²,USD 440.000,,,"Vendo, villa Moderna, 4 Dorm., Piscina, Oportunidad"
10,3,2,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",260m²,USD 210.000,,,Casa de Venta en Samborondon
12,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.14881046332151,-79.86345115316777&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=JtMmUInUElHZIDiDlBiN8mnz_AU=",230m²,USD 290.000,,,Samborondon Plaza Real Casa 3 Dormt con 3 Baños
3,3,3,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",350m²,USD 355.000,,,"Vendo Villa en Mocoli, 3 Dorm."
A estrenar,3,4,2,"//maps.google.com/maps/api/staticmap?center=-2.099487733731183,-79.86406145489809&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=LA1jwTZs033ZIIf6u9-OqAxk0No=",650m²,USD 649.000,,,"Mocoli, Casa de Estreno, Acabados de Lujo"
10,3,2,3,"//maps.google.com/maps/api/staticmap?center=-2.2036513,-80.06047739999997&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=6GYQ-f3pn8ld4tfha2qAgSzTfDo=",190m²,USD 108.000,,,Fabulosa Casa en Valle Alto - Etapa New York
A estrenar,3,3,2,,492m²,USD 529.000,,,Preciosa Casa Isla Mocoli Estrene Lista! Minimalista Acabados Espectaculares!
12,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.14881046332151,-79.86345115316777&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=JtMmUInUElHZIDiDlBiN8mnz_AU=",240m²,USD 300.000,,,Samborondon Casa en Venta Primeros Kms 4 Dorm y Estar
5,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.087571893374031,-79.87056925927732&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1Whpy2oZCqVBauQyRJ9upIDXwmg=",300m²,USD 255.000,,,Casa de Venta en Samborondon
15,7,6,3,"//maps.google.com/maps/api/staticmap?center=-2.083697893924101,-79.91695232574762&zoom=16&markers=-2.083697893924101,-79.91695232574762&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=lcG4mek_7F6DmvcL13nc2RBdGVM=",210m²,USD 170.000,,,Excelente Casa Rentera de Oportunidad $170.000 Negociables Amoblada!
9,0,4,2,"//maps.google.com/maps/api/staticmap?center=-2.100389497529228,-79.87273156184386&zoom=16&markers=-2.100389497529228,-79.87273156184386&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Y33gwC1taDcu9Rj7Ge-3W2O8X_k=",960m²,USD 650.000,,,Villa Urbanización Via Samborondon Km 2.5 Piscina Patio 4 Dorm.
13,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.059297785363572,-79.87595557667271&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=qB8gMAX26x6ti7nSmTrz6Y8oW_Y=",450m²,USD 350.000,,,"Samborondon Km 2.5 Venta/renta Casa de 4 Hab, Patio y Jacuzzi"
5,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.162825845480101,-79.94434631330569&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=M8BTZX02WG4RpqnJw9Dq2gYzdkw=",370m²,USD 268.000,,,Venta Villa Urbanización Colinas de Los Ceibos 4 Dorm.
En construcción,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.049838980091241,-79.91562585635376&zoom=16&markers=-2.049838980091241,-79.91562585635376&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=3UYXLi4rM8HvSMxI5zU0ioq2yzE=",120m²,USD 86.000,,,La Joya Norte
5,2,2,1,"//maps.google.com/maps/api/staticmap?center=-2.125641391211939,-79.86871620685423&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=FRuOp2SmwkRTePpzavpw0umbB7w=",580m²,USD 240.000,,,Casa Amplia de Una Planta en La Via a Samborondon
,1,0,3,"//maps.google.com/maps/api/staticmap?center=-2.0661718,-79.8944305&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=RRZVD1bK-TFv_B426KzHqDPJKMo=",86m²,USD 85.000,,,Vendo Casa en Mucho Lote Etapa Victoria del Río
22,4,3,1,"//maps.google.com/maps/api/staticmap?center=-2.123927489452012,-79.90272162446746&zoom=16&markers=-2.123927489452012,-79.90272162446746&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=8epjAWuhwFX10OXzFRHv3rMmsuo=",366m²,USD 169.000,,,Casa Rentera Alborada XIII Etapa C Local Comercial
A estrenar,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.031227586496248,-79.86827373005406&zoom=16&markers=-2.031227586496248,-79.86827373005406&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=fduI3K3Fek5AjJYzyMn3DdbnCVw=",320m²,USD 280.000,,,Samborondon Km 3.5 Casa de Estreno
A estrenar,4,4,1,"//maps.google.com/maps/api/staticmap?center=-2.1073055,-79.872252&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=duPKlXLLfAIZP7TSbm6s0Gfuq5s=",591m²,USD 590.000,,,Proyecto en La Península Vía Samborondon
5,3,2,2,,160m²,USD 69.000,,,Vendo Casa en Villas del Rey
9,2,2,1,"//maps.google.com/maps/api/staticmap?center=-1.998806921285972,-79.97205516862795&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=b1bXQvB3Ryli21icgahczjP-wPg=",450m²,USD 320.000,,,Casa Amueblada en Venta Urb. Rancho Alegre Norte de Guayaquil
5,4,3,1,"//maps.google.com/maps/api/staticmap?center=-2.038903690460307,-79.89399563411558&zoom=16&markers=-2.038903690460307,-79.89399563411558&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=B4z6Ypl9UgfgOzN8qSLSZpICIu4=",160m²,USD 95.000,,,Se Vende Casa en Villa Club - Cc El Dorado
30,4,6,4,"//maps.google.com/maps/api/staticmap?center=-2.164543765255723,-79.9095115354736&zoom=16&markers=-2.164543765255723,-79.9095115354736&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=DdHTp5Vnsyx0ioB_h-YcYHtNtg0=",1000m²,USD 550.000,,,Vendo Casa en Urdesa Remodelada y Modernizada (Uso de Suelo Residencial)
17,6,6,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",304m²,USD 390.000,,,Urdesa Vendo Villa
,1,1,5,"//maps.google.com/maps/api/staticmap?center=-2.264770690096392,-79.87886441318358&zoom=16&markers=-2.264770690096392,-79.87886441318358&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=kaauqwlgwG-j-N3oFLMcQqmwbIM=",162m²,USD 75.000,,,Se Vende Casa Rentera en El Guasmo Sur a Pocas Calles del Hospital Publico
30,5,6,3,"//maps.google.com/maps/api/staticmap?center=-2.160032011635085,-79.93553028952294&zoom=16&markers=-2.160032011635085,-79.93553028952294&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=-8taToXfK9Y0MWQMac2wJr68bTI=",900m²,USD 480.000,,,Vendo o Alquilo Amplia Casa de 5 Dorm. en Santa Cecilia
En construcción,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.1043031,-79.8604831&zoom=16&markers=-2.1043031,-79.8604831&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=NGJUk8G8QZYyPMIXQR6n649cFE4=",350m²,USD 650.000,,,Vendo Casa en Proyecto con Vista Lago en Isla Mocoli - Isla del Rio
20,2,1,0,"//maps.google.com/maps/api/staticmap?center=-2.1326794249152,-79.90592005518647&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=6pJuwOqKzMOe6YKk_lkSAdYBxC4=",85m²,USD 75.000,,,Se Vende Casa en Sauces 8 Dos Plantas
24,0,0,0,"//maps.google.com/maps/api/staticmap?center=-2.130761314839407,-79.8938744830117&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Crj-EXXEUlAHXe2hcf3UejPnSVc=",72m²,USD 110.000,,,Casa Rentera en Venta
A estrenar,3,3,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",263m²,USD 357.200,,,Mocoli Estrene Villa Moderna E Inteligente
8,0,4,2,"//maps.google.com/maps/api/staticmap?center=-2.137652068040713,-79.86503898638921&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=YHyB7wR1azzNJcad36wfQ5tAPj8=",250m²,USD 290.000,,,"Vendo Hermosa Casa de 3 Dorm. en Samborondón Km 2,5"
10,3,2,2,"//maps.google.com/maps/api/staticmap?center=-2.182294962415737,-79.98324269495237&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1qqZkGZhIkG9BstaBl4X_tu_u3o=",226m²,USD 197.000,,,Vendo Casa Urb. Portal Al Sol Via La Costa Esquinera. 3 Habit. Gran Patio y Bbq
8,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1144239,-79.87001240000001&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=jkwVp0-NNUGtuseqeMKPmPP5brw=",200m²,USD 255.000,,,Hermosa Casa de Venta Km 4.5 Cerca de Todo
8,5,6,3,"//maps.google.com/maps/api/staticmap?center=-2.184776968954733,-79.98472174040523&zoom=16&markers=-2.184776968954733,-79.98472174040523&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=t8s4YMJM75TnxBqG9JMlOp26oqA=",600m²,USD 900.000,,,"Portofino, Hermosa Casa de Lujo a La Venta 4d, Estudio, Piscina. $"
En construcción,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.1956335,-79.91577940000002&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Q3mGl0062RdgVa5qO_Qf4gVrQ44=",259m²,USD 194.500,,,Ciudad Celeste Casa Nueva (Proyecto en Construcción)
1,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.0450266,-79.8688651&zoom=16&markers=-2.0450266,-79.8688651&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=V40KaDc0DTxcURhGGxVJEJEPJfw=",93m²,USD 85.000,,,Casa de Venta en Urbanización San Antonio
10,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1841408,-79.9988151&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=uwf80apnv-tC6b3AQD82X9haoR8=",247m²,USD 180.000,,,"Vendo Casa Terranostra Primera Etapa, Buenos Acabados 3 Habit. Patio Social"
,0,1,3,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",105m²,USD 62.000,,,"En Venta Casa, Urb. Las Orquídeas Sector 3, Norte Guayaquil"
4,4,4,1,"//maps.google.com/maps/api/staticmap?center=-2.183122599999999,-79.9913879&zoom=16&markers=-2.183122599999999,-79.9913879&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Q0FWD4MDOX1izinOBpEtZeUTUF0=",305m²,USD 320.000,,,"Casa de Venta en Urb. Portofino, Km 11.5 Via a La Costa, Cerca de Cc Laguna Plaza"
A estrenar,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.043354766594177,-79.89444136161319&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=TPmX9SS_UEYWx7I7AdvSyQaTfXk=",203m²,USD 290.000,,,Casa en Venta Vía Samborondón - por Estrenar
A estrenar,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.1122977,-79.8583572&zoom=16&markers=-2.1122977,-79.8583572&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=v6K48BvnNGZJXrTznzuJwy2aTR8=",584m²,USD 615.000,,,Peninsula Isla Mocoli Casa Al Lago
15,6,6,0,"//maps.google.com/maps/api/staticmap?center=-2.136761162203275,-79.88898899405672&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=BbQ2vPyRgOWo7MopMc6ms8mwfzo=",305m²,USD 130.000,,,"Se Vende Casa Residencial, Comercial, o Para Bodega."
1,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1882882559743,-79.91700946826171&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=jkPa2n4nlhouq_50ppY6ybrPGkQ=",373m²,USD 395.000,,,Casa de Estreno Al Lago en Mocoli
11,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.109927942870881,-79.90736184606322&zoom=16&markers=-2.109927942870881,-79.90736184606322&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=ZZngDJgwDpFGXG1RRw4sKeHHu78=",307m²,USD 137.000,,,Se Vende Casa Samanes 6 Norte de Guayaquil Conjunto Cerrado
A estrenar,4,4,2,,170m²,USD 145.000,,,Linda Casa de Estreno. Via Samborondon. 4 Habitaciones. Piscina Jardin. $145.000
,1,4,4,"//maps.google.com/maps/api/staticmap?center=-2.1690401,-79.9450046&zoom=16&markers=-2.1690401,-79.9450046&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=-RKFUt2dYpu8isF1s83H8v9Et6o=",1048m²,USD 800.000,,,Casa Minimalista de Venta Olivos
5,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.122867382391164,-79.86773684655759&zoom=16&markers=-2.122867382391164,-79.86773684655759&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=VDMUo5A34dRTRo2X3PJpT7hQavU=",568m²,USD 600.000,,,Hermosa Casa en Venta en Urbanizacion Palmar del Rio - Samborondon
A estrenar,4,4,1,"//maps.google.com/maps/api/staticmap?center=-2.271652498184291,-78.9993077470703&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=9olr6IXLUeSFSfceho-mRlczFzk=",595m²,USD 541.925.000,,,Casa por Construir en Venta 285 m² - Aires del Batán. (Cód. 532)
A estrenar,0,0,0,"//maps.google.com/maps/api/staticmap?center=-2.076139559606788,-79.87213837462161&zoom=16&markers=-2.076139559606788,-79.87213837462161&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=2dDFqVoQn0Pus7UZpmndntAYoKo=",450m²,USD 550.000,,,"Aires del Batán, Terreno y Proyecto de Casa"
,,4,4,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",404m²,USD 395.000,,,Vista Sol 4 Dorm.
11,3,1,1,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",121m²,USD 55.000,,,Guasmo Norte Casa Atràs de La Ciudadela Floresta - de Tres Dorm.
10,2,2,1,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",105m²,USD 55.000,,,"Venta Casa en Las Orquídeas, Norte de Guayaquil."
10,4,2,0,"//maps.google.com/maps/api/staticmap?center=-2.249144641141746,-79.88413997326353&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Dp4LW-76oTgZ5taVL_M6yDhQDZg=",91m²,USD 53.500,,,Floresta 2 Vendo Amplia Casa (Segundo Piso por Terminar) $53.500
10,3,3,2,,310m²,USD 260.000,,,Vendo Via Samborondon. Hermosa Casa. 3 Habitaciones. Una Planta. $260.000
10,9,7,6,"//maps.google.com/maps/api/staticmap?center=-1.9574839,-79.91927020000003&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=EaoTbmB_ddS10Nj_bN_rFSvzfxM=",896m²,USD 650.000,,,Villa & Vta Urdesa Avda Las Lomas. Comercial Excelente Ubicacion
,0,1,3,"//maps.google.com/maps/api/staticmap?center=-2.2183913,-79.89340649999997&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=ghbGgYOqTmL2q32jjKDHe1NsAWs=",252m²,USD 168.000,,,Venta de Casa en El Barrio Centenario. a 1 Cuadra de Mi Comisariato
5,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.200637036672205,-80.0597018888854&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=fEe7ja7yX9xZYCPMmwZAK72luMs=",220m²,USD 180.000,,,Vendo Via a La Costa. Linda Casa. 4 Habitaciones. $180.000
7,4,4,5,"//maps.google.com/maps/api/staticmap?center=-2.074309489902378,-79.8739819547119&zoom=16&markers=-2.074309489902378,-79.8739819547119&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=XkEA52vykhIALa48NWXgEQTtd3E=",500m²,USD 435.000,,,"Venta Casa Urb. La Laguna Km 8, Via Samborondón, Cerca Centros Comerciales"
